,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
1093,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Convertible,29,21,3105,47900
1094,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Convertible,29,21,3105,50200
1095,Audi,A5,2016,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,2.0,Luxury,Midsize,Coupe,32,22,3105,40500
1096,Audi,A5,2016,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,2.0,Luxury,Midsize,Coupe,32,22,3105,42800
1097,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Coupe,32,23,3105,41200
1098,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Convertible,21,15,3105,48600
1099,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Coupe,22,15,3105,42200
1100,Audi,A6,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,24,3105,58700
1101,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,20,3105,50450
1102,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,25,3105,44800
1103,Audi,A6,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,18,3105,60100
1104,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,25,3105,48350
1105,Audi,A6,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,18,3105,56300
1106,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,20,3105,46900
1107,Audi,A6,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,24,3105,62500
1108,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,52100
1109,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,35,24,3105,49900
1110,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,35,24,3105,46200
1111,Audi,A6,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,25,3105,59500
1112,Audi,A6,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3105,61600
1113,Audi,A6,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3105,57400
1114,Audi,A6,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,25,3105,63700
1115,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,48400
1116,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,53800
1117,Audi,A6,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,22,3105,61600
1118,Audi,A6,2017,premium unleaded (required),340.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,22,3105,67600
1119,Audi,A6,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,21,3105,58600
1120,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,49800
1121,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,354,24,3105,51600
1122,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,34,24,3105,47600
1123,Audi,A7,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,65900
1124,Audi,A7,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,69750
1125,Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,68300
1126,Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,72150
1127,Audi,A7,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,25,3105,70400
1128,Audi,A7,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,30,20,3105,68300
1129,Audi,A7,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,35,24,3105,73050
1130,Audi,A7,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,30,20,3105,70950
1131,Audi,A7,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3105,68800
1132,Audi,A7,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3105,71350
1133,Audi,A8,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,36,24,3105,85200
1134,Audi,A8,2016,premium unleaded (required),500.0,12.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,22,14,3105,137900
1135,Audi,A8,2016,premium unleaded (required),450.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,29,18,3105,90500
1136,Audi,A8,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,81500
1137,Audi,A8,2017,premium unleaded (required),450.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,29,18,3105,91500
1138,Audi,A8,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,19,3105,82500
1139,GMC,Acadia Limited,2017,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,43850
1140,GMC,Acadia Limited,2017,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,45850
1141,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549,33975
1142,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549,40820
1143,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,549,42820
1144,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549,42095
1145,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,549,44095
1146,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,549,38555
1147,GMC,Acadia,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549,47690
1148,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,549,35975
1149,GMC,Acadia,2015,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,549,49690
1150,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549,36555
1151,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,36755
1152,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,44295
1153,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,42295
1154,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,30975
1155,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,36175
1156,GMC,Acadia,2016,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,49890
1157,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,41020
1158,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,34175
1159,GMC,Acadia,2016,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,47890
1160,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,38755
1161,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,43020
1162,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,21,549,38350
1163,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549,43750
1164,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,21,549,35070
1165,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,21,549,32450
1166,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25,21,549,37070
1167,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549,41450
1168,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25,21,549,34450
1169,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,21,549,29070
1170,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549,44920
1171,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549,46920
1172,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549,41750
1173,Hyundai,Accent,2014,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1439,17395
1174,Hyundai,Accent,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,27,1439,14895
1176,Hyundai,Accent,2014,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1439,16095
1178,Hyundai,Accent,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,27,1439,16395
1180,Hyundai,Accent,2015,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,27,1439,14995
1182,Hyundai,Accent,2015,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,26,1439,17495
1183,Hyundai,Accent,2015,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,27,1439,16495
1184,Hyundai,Accent,2015,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,26,1439,16195
1186,Hyundai,Accent,2016,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,26,1439,17495
1187,Hyundai,Accent,2016,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,26,1439,16195
1188,Hyundai,Accent,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,27,1439,16495
1190,Hyundai,Accent,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,27,1439,14995
1194,Honda,Accord Crosstour,2010,regular unleaded,271.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,34020
1195,Honda,Accord Crosstour,2010,regular unleaded,271.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,36220
1196,Honda,Accord Crosstour,2010,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29670
1197,Honda,Accord Crosstour,2010,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,34770
1198,Honda,Accord Crosstour,2010,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,32570
1199,Honda,Accord Crosstour,2011,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29990
1200,Honda,Accord Crosstour,2011,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,32890
1201,Honda,Accord Crosstour,2011,regular unleaded,271.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,36540
1202,Honda,Accord Crosstour,2011,regular unleaded,271.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,34340
1203,Honda,Accord Crosstour,2011,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,35090
1204,Honda,Accord Hybrid,2014,regular unleaded,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,50,2202,31905
1205,Honda,Accord Hybrid,2014,regular unleaded,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,50,2202,29155
1206,Honda,Accord Hybrid,2014,regular unleaded,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,50,2202,34905
1207,Honda,Accord Hybrid,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,50,2202,35055
1208,Honda,Accord Hybrid,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,50,2202,32055
1209,Honda,Accord Hybrid,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,45,50,2202,29305
1210,Honda,Accord Hybrid,2017,regular unleaded,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,47,49,2202,29605
1211,Honda,Accord Hybrid,2017,regular unleaded,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,47,49,2202,32905
1212,Honda,Accord Hybrid,2017,regular unleaded,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,47,49,2202,35955
1213,Honda,Accord Plug-In Hybrid,2014,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,46,47,2202,39780
1214,Honda,Accord,2015,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2.0,Performance,Midsize,Coupe,28,18,2202,30775
1216,Honda,Accord,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,32550
1221,Honda,Accord,2015,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2.0,Performance,Midsize,Coupe,28,18,2202,32550
1228,Honda,Accord,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,30775
1241,Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,34,21,2202,34680
1255,Honda,Accord,2016,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2.0,Performance,Midsize,Coupe,28,18,2202,31025
1256,Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,34225
1257,Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,33025
1259,Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,31025
1265,Honda,Accord,2017,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,33,21,2202,34830
1272,Honda,Accord,2017,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,34375
1274,Honda,Accord,2017,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,33175
1275,Honda,Accord,2017,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2.0,Performance,Midsize,Coupe,28,18,2202,31175
1281,Honda,Accord,2017,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202,31175
1294,BMW,ActiveHybrid 5,2014,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,61400
1295,BMW,ActiveHybrid 5,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,61900
1296,BMW,ActiveHybrid 5,2016,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,62100
1297,BMW,ActiveHybrid 7,2013,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
1298,BMW,ActiveHybrid 7,2014,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
1299,BMW,ActiveHybrid 7,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
1300,BMW,ActiveHybrid X6,2010,premium unleaded (required),480.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance,Hybrid",Midsize,4dr SUV,19,17,3916,88900
1301,BMW,ActiveHybrid X6,2011,premium unleaded (required),480.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance,Hybrid",Midsize,4dr SUV,19,17,3916,88900
1369,Cadillac,Allante,1991,regular unleaded,200.0,8.0,AUTOMATIC,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,20,14,1624,2000
1370,Cadillac,Allante,1992,regular unleaded,200.0,8.0,AUTOMATIC,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,20,14,1624,2234
1371,Cadillac,Allante,1993,regular unleaded,295.0,8.0,AUTOMATIC,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,20,13,1624,2358
1372,Audi,allroad quattro,2003,regular unleaded,250.0,6.0,MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,21,14,3105,39950
1373,Audi,allroad quattro,2003,regular unleaded,250.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,20,15,3105,41000
1374,Audi,allroad quattro,2004,regular unleaded,300.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,19,14,3105,46950
1375,Audi,allroad quattro,2004,regular unleaded,250.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,20,15,3105,39950
1376,Audi,allroad quattro,2004,regular unleaded,250.0,6.0,MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,21,14,3105,39950
1377,Audi,allroad quattro,2005,regular unleaded,250.0,6.0,MANUAL,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,21,14,3105,40250
1378,Audi,allroad quattro,2005,regular unleaded,300.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,19,14,3105,47250
1379,Audi,allroad quattro,2005,regular unleaded,250.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,20,15,3105,40250
1380,Audi,allroad,2014,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,27,20,3105,40700
1381,Audi,allroad,2014,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,27,20,3105,43300
1382,Audi,allroad,2014,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,27,20,3105,49200
1383,Audi,allroad,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105,44500
1384,Audi,allroad,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105,42400
1385,Audi,allroad,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105,49800
1386,Audi,allroad,2016,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105,42700
1387,Audi,allroad,2016,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105,44800
1388,BMW,ALPINA B6 Gran Coupe,2015,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,3916,117300
1389,BMW,ALPINA B6 Gran Coupe,2016,premium unleaded (required),600.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3916,122200
1390,BMW,ALPINA B6 Gran Coupe,2017,premium unleaded (required),600.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3916,122500
